state,district,name,address,lat,lng,business_status
Pahang,Kuantan,STARBUCKS KUANTAN INDERA MAHKOTA DT,"Starbucks Coffee Drive-Thru, 14, Jln IM 7/1, Bandar Indera Mahkota, 25200 Kuantan, Pahang, Malaysia",3.833766,103.299369,OPERATIONAL
W.P. Kuala Lumpur,W.P. Kuala Lumpur,STARBUCKS KUCHAI LAMA,"1, Jalan Kuchai Maju 11, Kuchai Entrepreneurs Park, 58200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",3.090544,101.688809,OPERATIONAL
Sarawak,Kuching,STARBUCKS KUCHING INTERNATIONAL AIRPORT,"Lot L3 07, 08 & 09, Level 3, Departure Hall, KIA, Public Concourse, Starbucks, 900A, 93722 Kuching, Sarawak, Malaysia",1.486173,110.350244,OPERATIONAL
Kedah,Kulim,STARBUCKS KULIM CENTRAL,"Ground Floor, Lot GF, 08, Jalan Klc 1, Kulim Landmark Central, 09000, Kedah, Malaysia",5.385866,100.546554,OPERATIONAL
Kedah,Kuala Muda,STARBUCKS LAGENDA VILLAGE MALL,"Lot G-9, G-15, G-16, Ground Floor, Village Mall, Jalan Legenda 1, Lagenda Heights, 08000, Kedah, Malaysia",5.659826,100.501532,OPERATIONAL
W.P. Kuala Lumpur,W.P. Kuala Lumpur,STARBUCKS LALAPORT BUKIT BINTANG CITY CENTRE,"Lot G-72, Ground Floor, Mitsui Shopping Park LaLaport, BBCC, 2, Jln Hang Tuah, 55100 Kuala Lumpur, WP Kuala Lumpur, Malaysia",3.13983,101.707662,OPERATIONAL
Kedah,Langkawi,STARBUCKS LANGKAWI INTERNATIONAL AIRPORT,"Lot FH05, Food Hall, Level 1, Departure Hall (Landside), LIA, 07000, Kedah, Malaysia",6.342145,99.731764,OPERATIONAL
Pulau Pinang,Timur Laut,STARBUCKS LEVEL 7,"170-G-22 Gurney Mall Plaza Pesiaran, Gurney Dr, 10250 George Town, Penang, Malaysia",5.437563,100.309612,OPERATIONAL
Selangor,Ulu Langat,STARBUCKS LOTUS SEMENYIH DT,"1, Jalan Tps 1/1, Taman Pelangi Semenyih, 43500 Semenyih, Selangor, Malaysia",2.930165,101.856384,OPERATIONAL
Selangor,Petaling,STARBUCKS LOTUS'S BANDAR BUKIT PUCHONG DT,"Lot G1, Ground Floor, Lotus's, Bandar Bukit Puchong 2, 47120, Malaysia",2.982866,101.617104,OPERATIONAL
Selangor,Kuala Langat,STARBUCKS LOTUS'S JENJAROM,"No. G6, Ground Floor, No. 1, Jalan 1/1, Taman Seri Jaromas, 42600, Selangor, Malaysia",2.87409,101.501934,OPERATIONAL
W.P. Kuala Lumpur,W.P. Kuala Lumpur,STARBUCKS LOTUS'S KEPONG DT,"G1 & G2, Lotus's Kepong, 3, Jalan 7A/62A, Bandar Menjalara, 52200 Kuala Lumpur, Malaysia",3.192613,101.632915,OPERATIONAL
Kelantan,Kota Bharu,STARBUCKS LOTUS'S KOTA BHARU,"G1 & G2, Ground Floor, Tesco Kota Bharu, Lot 1828, Seksyen 17, Bandar Kota Bharu, 15050 Kota Bharu, Kelantan, Malaysia",6.114967,102.232204,OPERATIONAL
Pulau Pinang,Timur Laut,STARBUCKS LOTUS'S TANJUNG PINANG,"Lot G4, Lotus's Tanjung Pinang, 1, Jalan Seri Tg Pinang, 10470 Tanjung Tokong, Penang, Malaysia",5.459099,100.308234,OPERATIONAL
Johor,Johor Bahru,STARBUCKS LOTUS'S TEBRAU DT,"Ground Floor, Lotus's, Lot No. G7 & G8, 1, Persiaran Desa Tebrau, Taman Desa Tebrau, 81100, Johor, Malaysia",1.547278,103.794281,OPERATIONAL
Selangor,Kuala Selangor,STARBUCKS LOTUS’S KUALA SELANGOR,"Lot No.2 GF Lotus's Kuala Selangor.2 Jalan Tiara, 1, Jalan Medan Niaga 2, Kampung Baharu, 45000 Kuala Selangor, Selangor, Malaysia",3.319705,101.270456,OPERATIONAL
W.P. Kuala Lumpur,W.P. Kuala Lumpur,STARBUCKS LOW YAT,"Lot G-028SA, Plaza Low Yat, 7, Jalan Bintang, Bukit Bintang, 55100 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",3.144405,101.709923,OPERATIONAL
Melaka,Melaka Tengah,STARBUCKS MAHKOTA PARADE,"Ground Floor, Lot No. G17/EG2, No, 1, Jln Merdeka, Taman Costa Mahkota, 75000 Malacca, Malaysia",2.189191,102.249705,OPERATIONAL
Pulau Pinang,Timur Laut,STARBUCKS MANSION ONE,"57-G-1, Part of Lot 57-G-01, Mansion One, Jln Sultan Ahmad Shah, 10050 George Town, Penang, Malaysia",5.427364,100.320564,OPERATIONAL
Sarawak,Miri,STARBUCKS MARINA PARKCITY DT,"Lot 2255, Jalan Marina 3, Marina ParkCity, 98000 Miri, Sarawak, Malaysia",4.3894,113.98112,OPERATIONAL
W.P. Kuala Lumpur,W.P. Kuala Lumpur,STARBUCKS MASJID JAMEK LRT STATION,"Lot No. K1, Concourse Level, Masjid Jamek Station, 50100, Federal Territory of Kuala Lumpur, Malaysia",3.149968,101.696528,OPERATIONAL
W.P. Kuala Lumpur,W.P. Kuala Lumpur,STARBUCKS MBC TOWER,"Menara Bumiputra-commerce, 11, Jln Raja Laut, City Centre, 50100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",3.155591,101.695615,OPERATIONAL
Perak,Kinta,STARBUCKS MEDAN GOPENG,"Burger Houz, Lot 200A, Jln Sultan Nazrin Shah, 31350, Perak, Malaysia",4.572227,101.112861,OPERATIONAL
Pahang,Kuantan,STARBUCKS MEGAMALL KUANTAN,"Ground Floor, Berjaya Megamall, Lot G15, Jalan Tun Ismail, Sri Dagangan, 25000, Pahang, Malaysia",3.815169,103.329663,OPERATIONAL
Melaka,Melaka Tengah,STARBUCKS MELAKA RAYA,"161, Jln Merdeka, Taman Melaka Raya, 75000 Melaka, Malaysia",2.189097,102.253494,OPERATIONAL
W.P. Kuala Lumpur,W.P. Kuala Lumpur,STARBUCKS MENARA ALLIANZ SENTRAL,"Level LG3, Menara Allianz Sentral, 203, Jalan Tun Sambanthan, 50470 Kuala Lumpur, Malaysia",3.132201,101.68655,OPERATIONAL
W.P. Kuala Lumpur,W.P. Kuala Lumpur,STARBUCKS MENARA BINJAI,"Unit No. G-02, Ground Floor, Menara Binjai, 50450, Federal Territory of Kuala Lumpur, Malaysia",3.159606,101.71884,OPERATIONAL
W.P. Kuala Lumpur,W.P. Kuala Lumpur,STARBUCKS MENARA ETIQA,"Lot 1.1, Menara Etiqa, 3, Jalan Bangsar Utama 1, 59000 Kuala Lumpur, Malaysia",3.126987,101.678131,OPERATIONAL
W.P. Kuala Lumpur,W.P. Kuala Lumpur,STARBUCKS MENARA EXCHANGE 106 TRX,"Lot G25 & 23.B, Ground Floor, Menara Exchange106, Lingkaran TRX, Tun Razak Exchange, 55188 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",3.141849,101.71881,OPERATIONAL
W.P. Kuala Lumpur,W.P. Kuala Lumpur,STARBUCKS MENARA HAP SENG,"Menara Hap Seng 2, Suite G-09, Ground Floor, The Podium, 50250 Kuala Lumpur, Malaysia",3.152741,101.707363,OPERATIONAL
W.P. Kuala Lumpur,W.P. Kuala Lumpur,STARBUCKS MENARA MAYBANK,"Foyer Area, 1st Floor, Menara Maybank, 100, 50050 Kuala Lumpur, Malaysia",3.14738,101.699478,OPERATIONAL
W.P. Kuala Lumpur,W.P. Kuala Lumpur,STARBUCKS MENARA OLYMPIA,"Level 1, Menara Olympia, 50200, Malaysia",3.149062,101.700478,OPERATIONAL
W.P. Kuala Lumpur,W.P. Kuala Lumpur,STARBUCKS MENARA TA ONE,"Ground Floor, Menara TA One, 22, Jalan P. Ramlee, 50250 Kuala Lumpur, Malaysia",3.156646,101.709727,OPERATIONAL
Negeri Sembilan,Seremban,STARBUCKS MESAMALL DT,"G-02, Pusat Membeli-Belah Mesa, Pusat Perniagaan & Residensi Mesa, Persiaran Ilmu, 71800, Negeri Sembilan, Malaysia",2.824909,101.777512,OPERATIONAL
Selangor,Ulu Langat,"STARBUCKS METRO POINT, KAJANG","Lot G19 & G30, Ground Floor, Metro Point Complex, 43000, Selangor, Malaysia",2.991356,101.793877,OPERATIONAL
W.P. Kuala Lumpur,W.P. Kuala Lumpur,STARBUCKS MID VALLEY MEGAMALL (GROUND FLOOR),"Lot G-100, West Court, Ground Floor, Mid Valley City, 58000 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",3.117819,101.67691,OPERATIONAL
Selangor,Petaling,STARBUCKS MINES CITY DT,"L3-19AP, Level 3, The Mines, Jalan Dulang, Mines Wellness City, 43300, Selangor, Malaysia",3.02839,101.719116,OPERATIONAL
Sarawak,Miri,STARBUCKS MIRI AIRPORT,"Lot No. GL14, Public Concourse, 98000, Sarawak, Malaysia",4.325022,113.983452,OPERATIONAL
Selangor,Sepang,STARBUCKS MITSUI OUTLET PARK,"G65, Ground Floor, Mitsui Outlet Park KLIA Sepang, Persiaran Komersial, KLIA, 64000, Selangor, Malaysia",2.780534,101.677574,OPERATIONAL
Selangor,Petaling,STARBUCKS MSU,"S0210, Management & Science University, University Drive, off, Persiaran Olahraga, 40100 Shah Alam, Malaysia",3.077775,101.552961,CLOSED_TEMPORARILY
Johor,Muar,STARBUCKS MUAR BAKRI,"Ground Floor, Lot No. PTB16019, Jalan Bakri, 84000, Johor, Malaysia",2.048578,102.584213,OPERATIONAL
W.P. Kuala Lumpur,W.P. Kuala Lumpur,STARBUCKS MYTOWN SHOPPING CENTRE,"G-026 & G-E-026, Ground Floor, MyTOWN Shopping Centre, No. 6, 55100, Federal Territory of Kuala Lumpur, Malaysia",3.13438,101.722869,OPERATIONAL
W.P. Kuala Lumpur,W.P. Kuala Lumpur,STARBUCKS NEXUS BANGSAR SOUTH,"Lot G-9, Ground Floor, Nexus, Bangsar South City, 59200 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",3.109687,101.665853,OPERATIONAL
Pulau Pinang,Seberang Perai Selatan,STARBUCKS NIBONG TEBAL,"1874, Jalan Air Lintas, 14300 Nibong Tebal, Penang, Malaysia",5.181013,100.484854,OPERATIONAL
W.P. Kuala Lumpur,W.P. Kuala Lumpur,STARBUCKS NU SENTRAL,"Lot No. GF05 & 06, Tingkat Bawah, 201, Jalan Tun Sambanthan, 50470 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",3.133437,101.686697,OPERATIONAL
Selangor,Petaling,STARBUCKS OASIS DAMANSARA,"R11, 2, Jalan PJU 1A/7, Oasis Ara Damansara, 47301 Petaling Jaya, Selangor, Malaysia",3.113463,101.574955,OPERATIONAL
Melaka,Melaka Tengah,STARBUCKS PANTAI AYER KEROH,"NO. 2418-A, GROUND FLOOR, BLOCK D, PANTAI HOSPITAL, KM 8, Jalan Tun Abdul Razak, 75450 Ayer Keroh, Malacca, Malaysia",2.237862,102.286122,OPERATIONAL
W.P. Kuala Lumpur,W.P. Kuala Lumpur,STARBUCKS PANTAI MEDICAL CENTRE,"Bangsar, 59100 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",3.119619,101.666917,OPERATIONAL
Selangor,Petaling,STARBUCKS PARADIGM MALL,"Ground Floor, Paradigm Mall, Lot No. GB 01A & GB 16, 1, Jalan SS 7/26a, 47301, Selangor, Malaysia",3.104994,101.596322,OPERATIONAL
W.P. Kuala Lumpur,W.P. Kuala Lumpur,STARBUCKS PAVILION BUKIT JALIL,"Lot 3.114, Level 3, Pavilion Bukit Jalil, Persiaran Jalil Utama, Bandar Bukit Jalil, 57000 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",3.050479,101.671972,OPERATIONAL
W.P. Kuala Lumpur,W.P. Kuala Lumpur,STARBUCKS PAVILION DAMANSARA HEIGHTS,"Lot 2.55.00 & E2.55.00 Level 2, Pavilion Damansara Height, 3, Jalan Damanlela, Damansara Town Centre, 50490 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",3.145482,101.663021,OPERATIONAL
W.P. Kuala Lumpur,W.P. Kuala Lumpur,STARBUCKS PAVILION KL (LEVEL 3),"Lot 3 . 08 . 00 & 3 . 09 . 00, 168, Jln Bukit Bintang, Bukit Bintang, 55100 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",3.149326,101.712742,OPERATIONAL
W.P. Kuala Lumpur,W.P. Kuala Lumpur,STARBUCKS PAVILION KL (LEVEL 6),"Lot No. 6.02.00, Level 6, Pavilion, 55100 Kuala Lumpur, Malaysia",3.149376,101.712803,OPERATIONAL
W.P. Kuala Lumpur,W.P. Kuala Lumpur,STARBUCKS PEARL POINT,"Pearl Point Shopping Mall, Lot 1.0.26, Ground Floor, Batu 5, 58000 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",3.084665,101.672966,OPERATIONAL
Pulau Pinang,Barat Daya,STARBUCKS PENANG INTERNATIONAL AIRPORT (DOMESTIC),"Lot L2AFB08, Level 2, Domestic Departure/Arrival (Airside, 11900 Bayan Lepas, Penang, Malaysia",5.291427,100.264965,OPERATIONAL
Pulau Pinang,Seberang Perai Utara,STARBUCKS PENANG SENTRAL,"Lot 3-16, Level 3, Penang Sentral, 12000, Penang, Malaysia",5.394769,100.365604,OPERATIONAL
W.P. Kuala Lumpur,W.P. Kuala Lumpur,STARBUCKS PETRON CHERAS DT,"No. 1A, Starbucks Kafeteria, Lot 27680A, Jln Cheras, Taman Bukit Segar, 56100 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",3.086158,101.742217,OPERATIONAL
Selangor,Kuala Selangor,STARBUCKS PETRON SEKINCHAN DT,"Lot 17100, Jalan Besar, Sungai Burung, Kampung Parit Empat, 45400 Sekinchan, Selangor, Malaysia",3.487901,101.115063,OPERATIONAL
Selangor,Ulu Langat,STARBUCKS PETRONAS AMPANG JAYA,"Petronas Service Station, Phrase 1, GF, Lot 36904 (PT27423, Taman Dato Ahmad Razali, 68000, Selangor, Malaysia",3.159586,101.75417,CLOSED_TEMPORARILY
Perak,Perak Tengah,STARBUCKS PETRONAS BANDAR UNIVERSITI DT,"Petronas Station, Lot PTD 307&308, Jalan PP 1, Bandar Universiti, Mukim, 32610 Seri Iskandar, Perak, Malaysia",4.363404,100.976774,OPERATIONAL
Johor,Johor Bahru,STARBUCKS PETRONAS BAYU SENIBONG DT,"Lot PTD173047, Taman Bayu Senibong, 81750, Johor, Malaysia",1.493796,103.800716,OPERATIONAL
Selangor,Petaling,STARBUCKS PETRONAS EQUINE PARK DT,"Petronas Station Equine Park 1, Mukim, 43300, Selangor, Malaysia",2.994794,101.676294,OPERATIONAL
Selangor,Petaling,STARBUCKS PETRONAS FEDERAL HIGHWAY DT,"5 (KL-Bound, PETRONAS Temasya, KM18, Federal Hwy, Seksyen U1, 41050, Selangor, Malaysia",3.084448,101.583721,OPERATIONAL
Sarawak,Kuching,STARBUCKS PETRONAS HEIGHTS DRIVE DT,"Jalan Stutong, 93350 Kuching, Sarawak, Malaysia",1.505834,110.377147,OPERATIONAL
Selangor,Petaling,STARBUCKS PETRONAS KOTA DAMANSARA,"Petronas, Tropicana Indah, 47410 Petaling Jaya, Selangor, Malaysia",3.149559,101.580064,OPERATIONAL
Selangor,Gombak,STARBUCKS PETRONAS LINGKARAN KARAK DT,"Lot PT6075 H.S (M, Karak Expy, 68100, Selangor, Malaysia",3.241165,101.716976,OPERATIONAL
Selangor,Sepang,STARBUCKS PETRONAS PLUS DT,"Stesen Minyak Petronas, KM 305, PLUS Arah Selatan, 43300, Selangor, Malaysia",3.005976,101.725441,OPERATIONAL
Selangor,Gombak,STARBUCKS PETRONAS RAWANG R&R DT,"Petronas R&R Rawang, North-South Expy, Arah Utara, 48000 Rawang, Selangor, Malaysia",3.331619,101.558553,OPERATIONAL
Selangor,Petaling,STARBUCKS PETRONAS SG BESI PUCHONG DT,"Petronas, 217, Bandar Puchong Jaya, 47100 Puchong, Selangor, Malaysia",3.050397,101.628864,OPERATIONAL
Johor,Kulai,STARBUCKS PETRONAS TOLL SKUDAI NORTHBOUND,"Taman Teknologi Johor, 81300 Skudai, Johor, Malaysia",1.579384,103.649911,OPERATIONAL
Selangor,Ulu Selangor,STARBUCKS PETRONAS ULU BERNAM DT (SB),"Petronas Station Ulu Bernam, KM 124, Kawasan Rehat & Rawat, 35800, Ulu Bernam, Malaysia",3.662836,101.52069,OPERATIONAL
Negeri Sembilan,Kuala Pilah,STARBUCKS PILAH GATEWAY,"Kampung Gemelang, 72000 Kuala Pilah, Negeri Sembilan, Malaysia",2.734616,102.234637,OPERATIONAL
Selangor,Petaling,STARBUCKS PJ8,"G1-4, WISMA DAJU 5, 21, Jalan Barat, Pjs 8, 46200 Petaling Jaya, Selangor, Malaysia",3.101538,101.640445,OPERATIONAL
W.P. Kuala Lumpur,W.P. Kuala Lumpur,STARBUCKS PLATINUM PARK,"Unit 1.2, Menara Felda, Platinum Park. 11, 58200 Kuala Lumpur, Malaysia",3.155075,101.718922,OPERATIONAL
W.P. Kuala Lumpur,W.P. Kuala Lumpur,STARBUCKS PLAZA DAMAS,"Ground Floor, Hartamas Shopping Centre, Lot P7-A, Plaza, Sri Hartamas, 50480 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",3.164063,101.656807,OPERATIONAL
W.P. Kuala Lumpur,W.P. Kuala Lumpur,STARBUCKS PLAZA MONT KIARA,"2, Jalan Kiara 2, Mont Kiara, 50480 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",3.165468,101.651758,OPERATIONAL
Selangor,Petaling,STARBUCKS PLAZA SHAH ALAM,"E9/E, Lot No. G10, Ground Floor, Plaza Shah Alam, 2, Jalan Tengku Ampuan Zabedah A 9/A, 40100 Shah Alam, Malaysia",3.084424,101.523141,OPERATIONAL
Johor,Pontian,STARBUCKS PONTIAN,"Kampung Kubor, 82000 Pontian District, Johor, Malaysia",1.480737,103.399292,OPERATIONAL
Negeri Sembilan,Port Dickson,STARBUCKS PORT DICKSON DT,"Port of HS (D) 8376, PT74, Persiaran Waterfront, PD Waterfront, 71000, Negeri Sembilan, Malaysia",2.52095,101.80033,OPERATIONAL
Selangor,Sepang,STARBUCKS PRIMA 5 DT,"Prima Avenue, Prima 5C, 3505, Jalan Teknokrat 5, 63000, Selangor, Malaysia",2.920864,101.655945,OPERATIONAL
Johor,Johor Bahru,STARBUCKS PUTERI HARBOUR,"Little Red Cube, Lot 1D, Ground Floor, Persiaran Puteri Selatan, 79000, Johor, Malaysia",1.418052,103.656439,OPERATIONAL
Selangor,Kuala Langat,STARBUCKS QUAYSIDE MALL,"GF(W)-11, GF(W)-11-E, Gamuda Kemuning, Kompleks Perniagaan Gamuda, 25.7, Persiaran Freesia, 42500 Telok Panglima Garang, Selangor, Malaysia",2.956632,101.552558,OPERATIONAL
Pulau Pinang,Barat Daya,STARBUCKS QUEENSBAY MALL,"First Floor, Queensbay Mall, Unit No. 1F-K1/P2 [Postal No. 1F-108/109, 100, Persiaran Bayan Indah, 11900, Penang, Malaysia",5.331881,100.307207,OPERATIONAL
W.P. Kuala Lumpur,W.P. Kuala Lumpur,STARBUCKS QUILL CITY MALL,"G-13, Ground Floor, Quill City Mall, Jln Sultan Ismail, 50250 Kuala Lumpur, Malaysia",3.159569,101.699981,OPERATIONAL
Pulau Pinang,Seberang Perai Utara,STARBUCKS RAJA UDA DT,"No. 7, Butterworth Business City Centre, Jalan Raja Uda, 12000, Penang, Malaysia",5.415281,100.381393,OPERATIONAL
Pulau Pinang,Timur Laut,STARBUCKS RESERVE,"Lot 170-G-38, 39, Gurney Plaza, 10250 George Town, Penang, Malaysia",5.437844,100.310143,OPERATIONAL
W.P. Kuala Lumpur,W.P. Kuala Lumpur,STARBUCKS RESERVE - HYATT PLACE BUKIT JALIL,"Bukit Jalil, 57000 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",3.053682,101.670816,OPERATIONAL
W.P. Kuala Lumpur,W.P. Kuala Lumpur,STARBUCKS RESERVE - MID VALLEY (GROUND FLOOR),"G-076 - G-079, Ground Floor (South Court), Mid Valley, Lingkaran Syed Putra, Mid Valley City, 59200 Kuala Lumpur, WP Kuala Lumpur, Malaysia",3.116248,101.676266,OPERATIONAL
Selangor,Petaling,STARBUCKS RESERVE 1 UTAMA OLD WING (GROUND FLOOR),"1 Utama Shopping Centre, Lot G139A, Ground Floor, 47800 Petaling Jaya, Malaysia",3.148561,101.616097,OPERATIONAL
